,id,outage,left,top,right,bottom,HISTO_0,HISTO_1,HISTO_5,HISTO_6,HISTO_8,HISTO_10,HISTO_14,HISTO_15,HISTO_16,HISTO_17,HISTO_18,HISTO_NODATA
11741,62291,40.6015037593985,2112340,-196750,2112840,-197250,0.0,0.0,0.0,0.0,0.0,0.0,91.6955017301038,0.0,0.0,8.304498269896193,0.0,0.0
11743,23428,40.57953352000145,2075840,-292750,2076340,-293250,0.0,0.0,0.0,0.0,0.0,0.0,36.39705882352941,53.67647058823529,0.0,9.926470588235293,0.0,0.0
11744,106690,40.55643285040267,2153840,-193750,2154340,-194250,0.0,0.0,47.42647058823529,0.0,2.2058823529411766,0.0,11.029411764705882,17.27941176470588,0.0,22.058823529411764,0.0,0.0
11745,118965,40.55597321141992,2165340,-178750,2165840,-179250,0.0,0.0,20.761245674740483,0.0,0.0,0.0,0.0,0.0,0.0,79.23875432525952,0.0,0.0
11747,46021,40.506582723654525,2097340,-86750,2097840,-87250,0.0,0.0,1.8382352941176472,2.2058823529411766,0.0,0.0,10.661764705882353,47.05882352941176,0.0,38.23529411764706,0.0,0.0
11748,102590,40.501846030570746,2149840,-283750,2150340,-284250,0.0,14.878892733564014,5.190311418685121,12.110726643598616,0.0,0.0,21.79930795847751,2.0761245674740483,0.0,27.68166089965398,16.26297577854671,0.0
11750,114321,40.490296144162286,2160840,-264250,2161340,-264750,0.0,0.0,0.0,0.0,0.0,0.0,17.99307958477509,0.0,0.0,82.00692041522491,0.0,0.0
11752,112586,40.476190476190474,2159340,-199250,2159840,-199750,0.0,14.338235294117647,17.647058823529413,18.75,0.3676470588235294,1.1029411764705883,15.073529411764705,26.838235294117645,0.0,4.044117647058823,1.8382352941176472,0.0
11755,4446,40.423075159856175,2058340,-164250,2058840,-164750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11757,93666,40.41084182753739,2141840,-101750,2142340,-102250,0.0,0.0,0.390625,0.0,0.0,0.0,3.515625,0.0,0.0,96.09375,0.0,0.0
11758,112021,40.38461538461539,2158840,-184250,2159340,-184750,0.0,21.323529411764707,25.36764705882353,13.23529411764706,0.0,0.0,12.867647058823529,0.0,0.0,27.205882352941174,0.0,0.0
11759,28954,40.38461538461538,2081340,-113250,2081840,-113750,0.0,0.0,16.955017301038062,0.0,0.0,0.0,1.7301038062283738,22.491349480968857,0.0,58.82352941176471,0.0,0.0
11760,57324,40.37578135334711,2107840,-120750,2108340,-121250,0.0,0.0,50.17301038062284,2.422145328719723,0.0,0.0,2.768166089965398,0.0,0.0,44.636678200692046,0.0,0.0
11761,71005,40.359840910162795,2120340,-273750,2120840,-274250,0.0,5.536332179930796,28.373702422145332,6.5743944636678195,0.0,4.1522491349480966,9.342560553633218,17.647058823529413,25.259515570934255,3.1141868512110724,0.0,0.0
11762,125994,40.35407464110688,2171840,-215750,2172340,-216250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11763,31114,40.351477458930745,2083340,-123250,2083840,-123750,0.0,0.0,38.23529411764706,0.3676470588235294,0.0,0.0,17.27941176470588,23.52941176470588,0.0,9.191176470588236,11.397058823529411,0.0
11764,110467,40.34955044348422,2157340,-209750,2157840,-210250,0.0,0.0,16.176470588235293,1.1029411764705883,0.0,0.0,2.941176470588235,2.941176470588235,0.0,76.83823529411765,0.0,0.0
11766,54672,40.31601194163884,2105340,-132250,2105840,-132750,0.0,0.0,21.79930795847751,1.7301038062283738,0.0,0.0,4.844290657439446,0.0,0.0,55.017301038062286,16.608996539792386,0.0
11767,107780,40.31180400890868,2154840,-203750,2155340,-204250,0.0,2.5735294117647056,15.441176470588236,4.411764705882353,0.0,0.0,0.0,0.0,0.0,77.57352941176471,0.0,0.0
11768,127142,40.30701125511506,2172840,-254750,2173340,-255250,0.3676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.426470588235293,0.0,77.20588235294117
11769,115385,40.298507462686565,2161840,-261250,2162340,-261750,0.0,0.0,0.0,0.0,0.0,0.6920415224913495,36.67820069204152,0.0,0.0,62.629757785467135,0.0,0.0
11770,97941,40.271931561429895,2145840,-99250,2146340,-99750,0.0,0.0,0.0,0.0,0.0,0.0,37.37024221453287,0.0,0.0,62.629757785467135,0.0,0.0
11771,110940,40.24390243902438,2157840,-178750,2158340,-179250,0.0,0.0,0.0,1.7301038062283738,0.0,0.0,0.0,17.99307958477509,0.0,77.85467128027682,2.422145328719723,0.0
11773,101988,40.233226243421406,2149340,-250250,2149840,-250750,0.0,78.515625,0.0,15.234375,0.0,0.0,1.953125,0.0,0.0,4.296875,0.0,0.0
11775,99053,40.21222956715228,2146840,-120250,2147340,-120750,0.0,0.0,0.0,0.0,0.0,0.0,43.25259515570934,0.0,0.0,40.13840830449827,16.608996539792386,0.0
11776,43410,40.21064045525029,2094840,-118750,2095340,-119250,0.0,0.0,51.55709342560554,0.0,0.0,0.0,1.7301038062283738,0.0,35.6401384083045,9.342560553633218,1.7301038062283738,0.0
11777,103646,40.174672489082965,2150840,-276750,2151340,-277250,0.0,18.38235294117647,1.8382352941176472,24.63235294117647,0.0,0.0,54.779411764705884,0.0,0.0,0.3676470588235294,0.0,0.0
11779,116927,40.15748031496063,2163340,-229750,2163840,-230250,0.0,0.0,10.380622837370241,12.110726643598616,0.34602076124567477,0.0,40.830449826989614,6.920415224913495,0.0,29.411764705882355,0.0,0.0
11780,115739,40.154455556003946,2162340,-170750,2162840,-171250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11781,85132,40.15240609067078,2133840,-114750,2134340,-115250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11782,4439,40.127291097217196,2058340,-160750,2058840,-161250,0.0,0.0,26.643598615916954,4.844290657439446,0.0,0.0,0.0,0.0,0.0,8.304498269896193,16.608996539792386,43.59861591695502
11783,108468,40.12349587881291,2155340,-280250,2155840,-280750,0.0,0.0,35.546875,20.3125,0.0,0.0,0.0,1.5625,0.0,42.578125,0.0,0.0
11784,61206,40.10989010989011,2111340,-189250,2111840,-189750,0.0,1.384083044982699,2.768166089965398,27.68166089965398,0.0,0.0,0.0,3.8062283737024223,0.0,64.3598615916955,0.0,0.0
11785,28955,40.091447576522896,2081340,-113750,2081840,-114250,0.0,0.0,4.779411764705882,0.0,0.0,0.0,0.7352941176470588,32.720588235294116,0.0,59.55882352941176,2.2058823529411766,0.0
11786,93168,40.09129713201733,2141340,-120250,2141840,-120750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11787,105638,40.088683613511996,2152840,-202750,2153340,-203250,0.0,0.0,10.726643598615917,0.0,0.0,0.0,0.0,0.0,0.0,89.27335640138409,0.0,0.0
11788,102586,40.0270624069196,2149840,-281750,2150340,-282250,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,11.76470588235294,86.76470588235294,0.0,0.0
11792,104138,40.000000000000114,2151340,-255250,2151840,-255750,0.0,97.57785467128028,0.0,0.0,2.0761245674740483,0.0,0.0,0.0,0.0,0.34602076124567477,0.0,0.0
11794,107363,40.0,2154340,-262750,2154840,-263250,0.0,0.0,0.0,11.418685121107266,0.0,0.0,60.89965397923876,0.0,0.0,27.68166089965398,0.0,0.0
11795,60473,40.0,2110840,-90250,2111340,-90750,0.0,0.0,57.785467128027676,0.0,0.0,0.0,0.0,0.0,0.0,24.22145328719723,4.844290657439446,13.148788927335639
11803,7650,40.0,2061340,-161250,2061840,-161750,0.0,0.0,0.6920415224913495,0.0,0.0,0.0,0.0,0.34602076124567477,0.0,98.96193771626297,0.0,0.0
11804,99898,40.0,2147340,-275250,2147840,-275750,0.0,0.0,27.33564013840831,10.034602076124568,5.190311418685121,0.0,28.373702422145332,10.034602076124568,0.0,19.031141868512112,0.0,0.0
11805,113241,40.0,2159840,-259250,2160340,-259750,0.0,6.25,10.15625,40.234375,0.0,7.421875,10.15625,0.0,10.546875,15.234375,0.0,0.0
11806,107329,40.0,2154340,-245750,2154840,-246250,0.0,5.514705882352941,0.0,0.0,0.0,3.308823529411765,84.55882352941177,0.0,0.0,6.25,0.3676470588235294,0.0
11808,92868,40.0,2140840,-237750,2141340,-238250,0.0,17.647058823529413,0.0,0.0,0.0,0.0,59.86159169550172,0.0,0.0,22.491349480968857,0.0,0.0
11813,48572,40.0,2099340,-292250,2099840,-292750,0.0,0.0,30.14705882352941,2.2058823529411766,0.0,0.0,60.29411764705882,4.044117647058823,0.0,3.308823529411765,0.0,0.0
11816,27339,40.0,2079840,-108250,2080340,-108750,0.0,0.0,14.53287197231834,2.0761245674740483,0.0,0.0,9.342560553633218,55.017301038062286,0.0,19.031141868512112,0.0,0.0
11818,111085,40.0,2157840,-251250,2158340,-251750,0.0,20.069204152249135,0.0,12.45674740484429,0.0,0.0,62.9757785467128,0.0,0.0,4.498269896193772,0.0,0.0
11822,47179,40.0,2098340,-130750,2098840,-131250,0.0,0.0,0.7352941176470588,0.0,0.0,0.0,16.911764705882355,0.0,0.0,82.35294117647058,0.0,0.0
11825,114217,40.0,2160840,-212250,2161340,-212750,0.0,0.0,7.26643598615917,2.768166089965398,0.0,0.0,0.0,0.0,0.0,89.96539792387543,0.0,0.0
11829,17212,40.0,2070340,-127250,2070840,-127750,0.0,0.0,61.76470588235294,21.691176470588236,0.0,0.0,0.0,4.779411764705882,0.0,11.76470588235294,0.0,0.0
11830,87085,40.0,2135340,-288750,2135840,-289250,0.0,0.0,2.0761245674740483,8.304498269896193,0.0,0.0,73.35640138408304,0.0,0.0,16.26297577854671,0.0,0.0
11831,92852,39.984673852827875,2140840,-229750,2141340,-230250,0.0,15.22491349480969,0.0,5.536332179930796,0.0,0.0,61.245674740484425,0.0,0.0,17.99307958477509,0.0,0.0
11832,110441,39.9840705133963,2157340,-196750,2157840,-197250,0.0,0.0,20.069204152249135,0.0,0.0,4.1522491349480966,62.9757785467128,5.88235294117647,0.0,6.920415224913495,0.0,0.0
11833,107250,39.98402123680443,2154340,-206250,2154840,-206750,0.0,0.0,8.996539792387544,0.0,0.0,0.0,81.66089965397923,0.0,0.0,9.342560553633218,0.0,0.0
11834,57348,39.981447521909516,2107840,-132750,2108340,-133250,0.0,0.0,27.33564013840831,0.0,0.0,0.0,7.958477508650519,14.53287197231834,0.0,50.17301038062284,0.0,0.0
11835,99586,39.96088610830718,2147340,-119250,2147840,-119750,0.0,0.0,0.0,0.0,0.0,0.0,3.1141868512110724,0.0,0.0,79.58477508650519,17.301038062283737,0.0
11836,95511,39.95733624713555,2143340,-221750,2143840,-222250,0.0,41.796875,0.0,2.734375,0.78125,6.640625,0.0,0.0,34.375,13.671875,0.0,0.0
11837,18735,39.956774508763225,2071840,-86250,2072340,-86750,0.0,0.0,0.0,2.422145328719723,0.0,0.0,14.186851211072666,2.422145328719723,0.0,0.34602076124567477,25.951557093425603,54.67128027681662
11838,117965,39.95371863925789,2164340,-213750,2164840,-214250,0.0,0.0,0.0,2.941176470588235,0.0,0.0,54.04411764705882,0.0,0.0,43.01470588235294,0.0,0.0
11839,117906,39.94252873563218,2164340,-184250,2164840,-184750,0.0,0.0,0.78125,1.5625,0.0,0.0,51.5625,0.0,0.0,46.09375,0.0,0.0
11842,61216,39.89078333882258,2111340,-194250,2111840,-194750,0.0,0.0,0.0,2.422145328719723,0.0,0.0,83.04498269896193,3.8062283737024223,0.0,10.726643598615917,0.0,0.0
11843,97955,39.88931817536041,2145840,-106250,2146340,-106750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11844,112672,39.88429522218942,2159340,-242250,2159840,-242750,0.0,59.515570934256054,2.768166089965398,26.989619377162633,0.0,2.422145328719723,0.0,0.0,0.6920415224913495,7.612456747404845,0.0,0.0
11845,104663,39.880306383788636,2151840,-250250,2152340,-250750,0.0,43.01470588235294,0.0,15.808823529411764,0.0,24.264705882352942,14.338235294117647,0.0,0.0,2.5735294117647056,0.0,0.0
11846,110404,39.87341772151899,2157340,-178250,2157840,-178750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.985294117647059,0.0,93.01470588235294,0.0,0.0
11847,63882,39.85507246376812,2113840,-189750,2114340,-190250,0.0,0.0,20.761245674740483,0.0,0.0,0.0,0.0,24.91349480968858,0.0,54.325259515570934,0.0,0.0
11848,122218,39.84210135026143,2168340,-200250,2168840,-200750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34602076124567477,0.0,99.65397923875432
11850,115828,39.83050847457628,2162340,-215250,2162840,-215750,0.0,0.0,8.304498269896193,0.0,2.0761245674740483,0.0,1.7301038062283738,4.1522491349480966,0.0,83.73702422145328,0.0,0.0
11852,97670,39.81967176092274,2145340,-231250,2145840,-231750,0.0,32.52595155709342,5.88235294117647,25.259515570934255,0.0,0.0,0.0,11.072664359861593,0.0,25.259515570934255,0.0,0.0
11854,11364,39.78895662273303,2064840,-145750,2065340,-146250,0.0,0.0,51.21107266435986,5.536332179930796,0.0,0.0,0.0,28.027681660899656,0.0,15.22491349480969,0.0,0.0
11855,8749,39.78312593222919,2062340,-175750,2062840,-176250,0.0,0.0,35.661764705882355,0.0,0.0,0.0,1.8382352941176472,4.044117647058823,0.0,39.338235294117645,14.338235294117647,4.779411764705882
11856,52664,39.77695167286245,2103340,-198250,2103840,-198750,0.0,0.0,6.228373702422145,0.0,0.0,0.0,28.719723183391004,16.955017301038062,0.0,48.09688581314879,0.0,0.0
11857,108853,39.7708674304419,2155840,-205250,2156340,-205750,0.0,0.0,0.0,0.7352941176470588,0.0,0.0,31.25,0.0,0.0,68.01470588235294,0.0,0.0
11858,108358,39.76964283833511,2155340,-225250,2155840,-225750,0.0,64.33823529411765,0.0,12.132352941176471,4.411764705882353,6.985294117647059,0.0,0.0,0.0,12.132352941176471,0.0,0.0
11859,65370,39.76397614983476,2115340,-131250,2115840,-131750,0.0,0.0,1.0380622837370241,0.0,0.0,0.0,13.148788927335639,0.0,0.0,85.81314878892734,0.0,0.0
11860,104012,39.75903614457831,2151340,-192250,2151840,-192750,0.0,0.0,15.22491349480969,0.0,1.7301038062283738,0.0,15.22491349480969,16.608996539792386,0.0,51.21107266435986,0.0,0.0
11862,96907,39.750430475437014,2144840,-117250,2145340,-117750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11863,47214,39.725947789141905,2098340,-148250,2098840,-148750,0.0,0.0,87.109375,8.203125,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,0.0
11864,112705,39.724402485486706,2159340,-258750,2159840,-259250,0.0,54.325259515570934,0.0,34.2560553633218,0.0,0.0,3.1141868512110724,0.0,0.0,8.304498269896193,0.0,0.0
11865,106689,39.70588235294118,2153840,-193250,2154340,-193750,0.0,0.0,22.65625,4.6875,3.125,0.0,14.453125,25.390625,0.0,29.6875,0.0,0.0
11866,108290,39.70084256970991,2155340,-191250,2155840,-191750,0.0,0.0,2.2058823529411766,0.0,0.0,3.6764705882352944,93.75,0.0,0.0,0.3676470588235294,0.0,0.0
11867,87620,39.69435361929509,2135840,-288750,2136340,-289250,0.0,10.661764705882353,1.8382352941176472,8.823529411764707,0.0,0.0,42.279411764705884,0.0,0.0,36.39705882352941,0.0,0.0
11868,114137,39.684640749075925,2160840,-172250,2161340,-172750,0.0,0.0,0.0,2.2058823529411766,0.0,0.0,1.1029411764705883,0.0,0.0,96.69117647058823,0.0,0.0
11870,26797,39.633441125412475,2079340,-104750,2079840,-105250,0.0,0.7352941176470588,20.22058823529412,0.0,0.0,0.0,0.0,9.191176470588236,0.0,69.85294117647058,0.0,0.0
11871,101896,39.62384457634964,2149340,-204250,2149840,-204750,0.0,0.0,8.088235294117647,6.25,5.514705882352941,0.0,9.191176470588236,3.308823529411765,0.0,67.64705882352942,0.0,0.0
11872,111523,39.60412196454098,2158340,-202750,2158840,-203250,0.0,4.779411764705882,23.52941176470588,8.088235294117647,0.0,0.0,25.36764705882353,11.029411764705882,0.0,27.205882352941174,0.0,0.0
11873,67081,39.60296846664468,2116840,-184250,2117340,-184750,0.0,0.0,6.25,0.0,0.0,0.0,77.94117647058823,6.985294117647059,0.0,8.823529411764707,0.0,0.0
11874,106320,39.597315436241615,2153340,-276250,2153840,-276750,0.0,0.0,15.570934256055363,6.5743944636678195,0.0,0.0,15.22491349480969,0.0,0.0,62.629757785467135,0.0,0.0
11875,101696,39.59542214810431,2149340,-104250,2149840,-104750,0.0,0.0,26.10294117647059,3.6764705882352944,0.0,0.0,0.0,0.0,0.0,70.22058823529412,0.0,0.0
11876,57904,39.58333333333333,2108340,-143250,2108840,-143750,0.0,0.0,90.3114186851211,0.0,0.0,0.0,6.5743944636678195,2.422145328719723,0.0,0.6920415224913495,0.0,0.0
11877,115313,39.58333333333333,2161840,-225250,2162340,-225750,0.0,58.82352941176471,0.0,23.52941176470588,0.34602076124567477,0.0,8.650519031141869,0.0,0.0,8.650519031141869,0.0,0.0
11878,79748,39.568345323741006,2128840,-97750,2129340,-98250,0.0,0.0,20.415224913494807,3.8062283737024223,0.0,0.0,10.034602076124568,0.0,0.0,65.7439446366782,0.0,0.0
11880,91534,39.56065835952058,2139840,-105750,2140340,-106250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11881,35324,39.55985328886057,2087340,-88250,2087840,-88750,0.0,0.0,18.75,0.0,0.0,0.0,2.5735294117647056,72.42647058823529,0.0,6.25,0.0,0.0
11882,89634,39.552700488147025,2137840,-225750,2138340,-226250,0.0,0.34602076124567477,0.0,2.0761245674740483,0.0,0.0,37.37024221453287,0.0,0.6920415224913495,10.380622837370241,49.13494809688581,0.0
11883,41846,39.548438752677335,2093340,-139250,2093840,-139750,0.0,0.0,0.0,0.0,0.0,0.0,10.294117647058822,0.0,0.0,89.70588235294117,0.0,0.0
11884,102795,39.54325871437026,2150340,-118750,2150840,-119250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11886,72300,39.53488372093023,2121840,-118750,2122340,-119250,0.0,0.0,3.1141868512110724,0.0,0.0,0.0,87.5432525951557,0.0,0.0,9.342560553633218,0.0,0.0
11888,120033,39.52879581151832,2166340,-177750,2166840,-178250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11889,102796,39.516129032258064,2150340,-119250,2150840,-119750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11890,99587,39.51479691828408,2147340,-119750,2147840,-120250,0.0,0.0,0.0,0.0,0.0,0.0,27.941176470588236,0.0,0.0,72.05882352941177,0.0,0.0
11891,98476,39.51048951048951,2146340,-99250,2146840,-99750,0.0,0.0,2.5735294117647056,0.0,0.0,0.0,13.23529411764706,0.0,0.0,84.19117647058823,0.0,0.0
11892,31605,39.5062265884063,2083840,-101250,2084340,-101750,0.0,0.0,17.647058823529413,0.0,0.0,0.0,11.072664359861593,62.28373702422145,0.0,8.996539792387544,0.0,0.0
11893,81356,39.48497854077254,2130340,-99250,2130840,-99750,0.0,0.0,0.0,0.0,0.0,0.0,3.1141868512110724,0.0,0.0,95.15570934256056,1.7301038062283738,0.0
11894,98850,39.47985086937219,2146340,-286250,2146840,-286750,0.0,0.0,27.34375,26.171875,2.734375,0.0,0.0,0.0,0.0,43.75,0.0,0.0
11895,118550,39.473684210526315,2164840,-238750,2165340,-239250,0.0,0.0,6.920415224913495,40.484429065743946,0.0,0.0,0.0,6.920415224913495,0.0,45.674740484429066,0.0,0.0
11896,32750,39.473684210526315,2084840,-138750,2085340,-139250,0.0,0.0,49.63235294117647,0.0,0.0,0.0,4.044117647058823,19.852941176470587,0.0,26.47058823529412,0.0,0.0
11897,53940,39.473684210526315,2104340,-301250,2104840,-301750,0.0,0.0,7.8125,0.0,0.0,0.0,1.171875,79.296875,0.0,11.71875,0.0,0.0
11898,36930,39.46297039408175,2088840,-88750,2089340,-89250,0.0,0.0,23.52941176470588,0.0,1.384083044982699,0.0,29.06574394463668,32.52595155709342,0.0,13.494809688581316,0.0,0.0
11899,119067,39.46078431372549,2165340,-229750,2165840,-230250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11900,113766,39.451025042826124,2160340,-254250,2160840,-254750,0.0,7.612456747404845,4.844290657439446,82.00692041522491,0.0,0.0,0.0,0.0,0.0,5.536332179930796,0.0,0.0
11901,96888,39.44888862371006,2144840,-107750,2145340,-108250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11902,114162,39.436619718310176,2160840,-184750,2161340,-185250,0.0,0.0,0.0,0.6920415224913495,0.0,0.0,8.304498269896193,0.0,0.0,91.00346020761245,0.0,0.0
11903,99589,39.39936319091847,2147340,-120750,2147840,-121250,0.0,0.0,0.0,0.0,0.0,0.0,20.415224913494807,0.0,0.0,79.58477508650519,0.0,0.0
11904,112023,39.393714543278975,2158840,-185250,2159340,-185750,0.0,0.0,48.09688581314879,16.26297577854671,9.688581314878892,6.228373702422145,8.304498269896193,0.0,2.768166089965398,8.650519031141869,0.0,0.0
11905,99558,39.357868658157,2147340,-105250,2147840,-105750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11906,38029,39.35729777286866,2089840,-103250,2090340,-103750,0.0,0.0,74.26470588235294,1.4705882352941175,0.0,0.0,0.0,10.294117647058822,0.0,13.970588235294118,0.0,0.0
11907,90451,39.35576268606947,2138840,-99250,2139340,-99750,0.0,0.0,0.0,0.0,0.0,0.0,5.514705882352941,0.0,0.0,94.48529411764706,0.0,0.0
11908,92623,39.35483870967742,2140840,-115250,2141340,-115750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11909,108470,39.34426229508196,2155340,-281250,2155840,-281750,0.0,0.0,20.588235294117645,6.61764705882353,0.0,0.0,11.397058823529411,0.0,0.0,61.39705882352941,0.0,0.0
11910,126087,39.340769941550946,2171840,-262250,2172340,-262750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.28125,61.71875,0.0,25.0
11911,107896,39.32584269662921,2154840,-261750,2155340,-262250,0.0,0.0,0.0,35.98615916955018,0.0,0.0,39.44636678200692,0.0,0.0,24.567474048442904,0.0,0.0
11912,62696,39.32584269662921,2112840,-131750,2113340,-132250,0.0,0.0,23.897058823529413,2.2058823529411766,0.0,0.0,0.0,3.6764705882352944,0.0,70.22058823529412,0.0,0.0
11915,121106,39.31851423053235,2167340,-179250,2167840,-179750,0.0,0.0,0.0,0.3676470588235294,0.0,0.0,1.1029411764705883,0.0,0.0,98.52941176470588,0.0,0.0
11917,96049,39.285714285714285,2143840,-223250,2144340,-223750,0.0,86.39705882352942,0.0,0.0,0.0,2.941176470588235,0.0,0.0,0.0,10.661764705882353,0.0,0.0
11918,120167,39.285714285714285,2166340,-244750,2166840,-245250,0.0,0.0,7.26643598615917,4.1522491349480966,0.0,0.0,77.50865051903114,0.0,0.0,11.072664359861593,0.0,0.0
11919,112057,39.2652123995408,2158840,-202250,2159340,-202750,0.0,0.0,32.35294117647059,2.2058823529411766,0.0,0.0,8.088235294117647,0.7352941176470588,0.0,56.61764705882353,0.0,0.0
11920,57337,39.26381529542711,2107840,-127250,2108340,-127750,0.0,0.0,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,13.23529411764706,69.11764705882352,0.0
11921,93169,39.26372329733165,2141340,-120750,2141840,-121250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11922,115235,39.2621220021655,2161840,-186250,2162340,-186750,0.0,0.0,8.650519031141869,3.8062283737024223,0.0,8.650519031141869,42.90657439446367,0.0,0.0,35.98615916955018,0.0,0.0
11923,106248,39.25286939238769,2153340,-240250,2153840,-240750,0.0,2.768166089965398,3.1141868512110724,10.726643598615917,0.6920415224913495,2.768166089965398,40.13840830449827,0.0,6.920415224913495,14.186851211072666,18.685121107266436,0.0
11924,64427,39.24528301886792,2114340,-194750,2114840,-195250,0.0,0.0,15.073529411764705,0.0,1.4705882352941175,0.0,38.970588235294116,28.308823529411764,0.0,16.176470588235293,0.0,0.0
11925,108875,39.23303834808259,2155840,-216250,2156340,-216750,0.0,20.069204152249135,0.0,1.7301038062283738,0.0,2.0761245674740483,0.0,0.0,0.0,76.12456747404845,0.0,0.0
11926,111021,39.23179824590473,2157840,-219250,2158340,-219750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11927,51423,39.22336565783387,2102340,-112750,2102840,-113250,0.0,0.0,19.031141868512112,0.0,0.0,0.0,68.16608996539793,3.1141868512110724,0.0,9.688581314878892,0.0,0.0
11928,103119,39.217155537976865,2150340,-280750,2150840,-281250,0.0,1.384083044982699,5.536332179930796,40.13840830449827,0.0,0.0,10.380622837370241,0.0,0.0,42.56055363321799,0.0,0.0
11929,98840,39.21260159003236,2146340,-281250,2146840,-281750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11930,120152,39.2102545810786,2166340,-237250,2166840,-237750,0.0,0.0,11.072664359861593,12.45674740484429,0.0,1.0380622837370241,23.875432525951556,0.0,0.0,51.55709342560554,0.0,0.0
11931,36256,39.2009236097141,2087840,-286750,2088340,-287250,0.0,0.0,29.411764705882355,5.147058823529411,0.0,0.0,4.779411764705882,50.36764705882353,0.0,10.294117647058822,0.0,0.0
11932,92838,39.179257596443904,2140840,-222750,2141340,-223250,0.0,41.86851211072664,7.612456747404845,0.0,2.768166089965398,6.920415224913495,23.875432525951556,0.0,0.0,16.955017301038062,0.0,0.0
11933,102584,39.16159939946722,2149840,-280750,2150340,-281250,0.0,1.7301038062283738,5.88235294117647,14.53287197231834,0.0,0.0,27.33564013840831,0.0,0.0,50.51903114186851,0.0,0.0
11934,92304,39.157150222307166,2140340,-223250,2140840,-223750,0.0,38.671875,0.0,0.0,0.0,7.8125,25.390625,6.25,0.78125,20.703125,0.390625,0.0
11936,24153,39.148532465543994,2076840,-120250,2077340,-120750,0.0,0.0,49.13494809688581,1.0380622837370241,0.0,0.0,28.027681660899656,7.612456747404845,0.0,14.186851211072666,0.0,0.0
11937,55203,39.130434782608695,2105840,-130250,2106340,-130750,0.0,0.0,50.390625,2.34375,0.0,0.0,22.65625,2.734375,0.0,21.875,0.0,0.0
11938,114785,39.130434782608695,2161340,-228750,2161840,-229250,0.0,2.5735294117647056,0.0,89.33823529411765,0.0,0.0,0.0,0.0,0.0,8.088235294117647,0.0,0.0
11941,105624,39.130434782608695,2152840,-195750,2153340,-196250,0.0,0.0,67.1280276816609,0.0,2.422145328719723,0.0,0.34602076124567477,4.498269896193772,0.0,19.377162629757784,6.228373702422145,0.0
11942,91234,39.130434782608695,2139340,-223250,2139840,-223750,0.0,2.2058823529411766,0.0,1.8382352941176472,13.602941176470587,63.970588235294116,6.61764705882353,0.0,2.5735294117647056,9.191176470588236,0.0,0.0
11944,88857,39.11393659687618,2137340,-104750,2137840,-105250,0.0,0.0,4.6875,0.0,0.0,0.0,1.171875,0.0,0.0,94.140625,0.0,0.0
11945,121664,39.100732714617905,2167840,-190750,2168340,-191250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11946,58949,39.09560874307327,2109340,-130750,2109840,-131250,0.0,0.0,91.6955017301038,0.0,0.0,0.0,0.0,0.0,0.0,8.304498269896193,0.0,0.0
